aluminium;arsenic;barium;copper;iron;zinc;lead;mercury;silver;cadmium;radium;selenium;is_safe
0.977662547;0.596365721;0.55959727;0.957128926;0.160583063;0.124357559;0.028991338;0.410541308;0.912478767;0.58277065;0.174588832;0.623755498;0
0.977662547;0.016233411;0.096548508;0.079569458;0.12613543;0.226093207;0.702523912;0.462874526;0.719822129;0.350746313;0.057435505;0.401303745;0
0.040479302;0.691935442;0.541422222;0.853707095;0.12613543;0.577414204;0.915489955;0.591146236;0.099461252;0.753719114;0.345537296;0.794703962;0
0.343383469;0.072928;0.090709156;0.978254633;0.242122274;0.15978732;0.185912697;0.824496936;0.581402776;0.357899726;0.050282092;0.407264923;0
0.263864377;0.351485645;0.301315388;0.048503905;0.229318473;0.192773838;0.144813959;0.237296792;0.278851492;0.614822387;0.206640569;0.655807235;0
0.073976471;0.538980611;0.00234771;0.495341679;0.71938797;0.573967428;0.470184207;0.047979537;0.048802942;0.507096856;0.098915037;0.548081704;0
0.073976471;0.130536199;0.49596138;0.36497517;0.506565112;0.763695871;0.189790431;0.833523916;0.0317512;0.649077575;0.240895757;0.690062423;0
0.073976471;0.466447213;0.777855273;0.215699756;0.64607736;0.70245872;0.690318467;0.854045507;0.654338131;0.91812169;0.509939871;0.959106538;0
0.073976471;0.403169121;0.777534067;0.712279016;0.116906389;0.040455283;0.923234689;0.311149446;0.437851247;0.589655573;0.181473755;0.630640421;0
0.72834158;0.170709199;0.266428829;0.23039577;0.629131594;0.32949499;0.790187286;0.199630802;0.421500192;0.486582024;0.078400206;0.527566873;0
0.108640057;0.38986729;0.035672805;0.656457543;0.629131594;0.163543829;0.421461127;0.047424826;0.397423026;0.69496221;0.286780392;0.735947058;0
0.219575603;0.176256662;0.202221002;0.174548296;0.30648998;0.17595931;0.221268844;0.359794502;0.03303418;0.596914838;0.18873302;0.637899686;0
0.218480147;0.092190283;0.824180634;0.040602417;0.236275671;0.522411093;0.640244675;0.209536434;0.361358922;0.624528028;0.216346209;0.665512876;0
0.218480147;0.134330447;0.272968907;0.670566566;0.236275671;0.192309912;0.00312019;0.066426778;0.082904742;0.297738336;0.110443482;0.357130432;0
0.140872692;0.378980053;0.312249281;0.000554469;0.156417361;0.379280424;0.587257062;0.43820331;0.643829396;0.713764405;0.305582587;0.754749253;0
0.904226179;3.280.632.561;0.539668031;0.645065401;0.132972708;0.33076219;0.610601497;0.932057306;0.371429208;0.784741508;0.37655969;0.825726357;0
0.379014221;0.609371915;0.236277878;0.777925567;0.132972708;0.01145155;0.474159894;0.826375698;0.357311804;0.790486123;0.382304305;0.831470972;0
0.379014221;0.068276003;0.304454522;0.639046193;0.132972708;0.362864228;0.661091901;0.231198477;0.457747986;0.333666624;0.074515194;0.387070671;0
0.08325267;0.140199867;0.17580947;0.593653548;0.59669225;0.950279834;0.225430406;0.471721307;0.585331141;0.792237049;0.384055231;0.833221898;0
0.08325267;0.045481795;0.61072849;0.550540767;0.410703736;0.126950412;0.240706001;0.428009076;0.599749665;0.519612261;0.111430443;0.56059711;0
0.051653505;0.287127114;0.771647745;0.194713559;0.27726935;0.165153045;0.964827856;0.022432542;0.557959945;0.639278466;0.231096648;0.680263315;0
0.787908524;0.196108083;0.373103862;0.15162073;0.092892475;0.150803809;0.9117773;0.329414648;0.927649127;0.802127856;0.393946038;0.843112704;0
0.442089775;0.395989549;0.050825129;0.510296653;0.436731158;0.275424686;0.324983242;0.025403635;0.738119268;0.529986309;0.121804491;0.570971158;0
0.851128664;0.622905305;0.550121213;0.039210971;0.436731158;0.970418286;0.560982132;0.681693053;0.219062917;0.50322537;0.095043552;0.544210219;0
0.068422066;0.403555147;0.304534852;0.679991746;0.436731158;0.433296643;0.302172727;0.290472301;0.988074351;0.500725099;0.092543281;0.541709947;0
0.264860891;0.699335903;0.71338329;0.980044234;0.637776558;0.266914732;0.267803843;0.739552034;0.042273136;0.771194462;0.363012644;0.812179311;0
0.059953164;0.021879743;0.414342299;0.505562152;0.70639989;0.545927236;0.30418029;0.364627289;0.562288214;0.758516028;0.350334209;0.799500876;0
0.059953164;0.116238812;0.054497802;0.394224501;0.381286478;0.265852896;0.15617341;0.147189547;0.436517692;0.31119343;0.096988388;0.36834301;0
0.467028028;0.851011807;0.62475572;0.048040378;0.8212384;0.524721086;0.573459294;0.570080211;0.177280442;0.475761537;0.067579719;0.516746385;0
0.467028028;0.91704917;0.140498502;0.206481222;0.10291127;0.214872709;0.412754729;0.025760456;0.946919471;0.253427556;0.845245737;0.294412404;0
0.256991798;0.562034571;0.24431622;0.365189213;0.107882127;0.481859202;0.010514598;0.32285348;0.287930303;0.673957151;0.265775333;0.714942;0
0.303936704;0.466689692;0.151097698;0.068548425;0.151383854;0.255861117;0.206211142;0.165474285;0.220730986;0.50899339;0.100811572;0.549978239;0
0.188387251;0.440274801;0.026280394;0.082760437;0.166935008;0.375522956;0.664376509;0.992205512;0.002690757;0.403943363;0.004238456;0.44563462;0
0.263441023;0.938051667;0.981063253;0.425606904;0.171891672;0.266434676;0.498619361;0.007403895;0.043593497;0.669610595;0.261428777;0.710595443;0
0.912006916;0.276335793;0.771569007;0.733082401;0.171891672;0.681897064;0.499464549;0.693266367;0.033549757;0.787306353;0.379124534;0.828291201;0
0.291313154;0.184990572;0.263415033;0.068150062;0.21053843;0.258272445;0.828330277;0.034032721;0.632891973;0.387193467;0.020988351;0.431676374;0
0.975408373;0.173010409;0.575973852;0.766441373;0.815788298;0.806803233;0.441668001;0.322210461;0.562031552;0.653933555;0.245751737;0.694918404;0
0.975408373;0.256510611;0.16614476;0.672763832;0.361040067;0.6829657;0.706520701;0.424960842;0.157770753;0.650408564;0.242226746;0.691393412;0
0.975408373;0.126326267;0.155343055;0.080499269;0.361040067;0.939472622;0.399824026;0.170383658;0.081891208;0.739018854;0.330837036;0.780003703;0
0.420382493;0.506339855;0.119587814;0.103362753;0.143373049;0.703589833;0.159262176;0.001390069;0.055148604;0.331243665;0.076938154;0.385051539;0
0.019179467;0.007190934;0.564177384;0.066630263;0.252135741;0.606050933;0.798667639;0.115693129;0.142473686;0.767219918;0.359038099;0.808204766;0
0.019179467;0.037279992;0.301320159;0.700924854;0.996133789;0.344695519;0.575606471;0.115693129;0.655030243;0.384586362;0.023595456;0.429503787;0
0.639800051;0.087296839;0.213403877;0.37145158;0.996133789;0.123298435;0.956818618;0.727336893;0.130580519;0.63461206;0.226430242;0.675596909;0
0.537622789;0.484709181;0.022696786;0.474841934;0.996133789;0.793044833;0.195891983;0.162306136;0.600373128;0.436762056;0.028580238;0.477746904;0
0.254587913;0.283460783;0.46658358;0.17555247;0.996133789;3.012.963.755;0.281663599;0.619029;0.460655177;0.065063006;0.656881188;0.106047855;0
0.124095905;0.825590369;0.616528623;0.818040932;0.16015584;0.739499931;0.886848201;0.084557597;0.838060001;0.61933774;0.211155922;0.660322588;0
0.124095905;0.451068661;0.047332407;0.655097448;0.16015584;0.149104092;0.532071353;0.025644187;0.675369053;0.491993895;0.083812076;0.532978743;0
0.124095905;0.501211293;0.336506967;0.811826523;0.383200905;0.927665182;0.907677143;0.958024686;0.423410348;0.447361895;0.039180077;0.488346744;0
0.060848531;0.40390153;0.741531974;0.096691335;0.362491296;0.022657035;0.355842174;0.453836635;0.104942301;0.670274281;0.262092463;0.71125913;0
0.849978136;0.435241697;0.278371267;0.04533783;0.888034031;0.967206626;0.597004549;0.133836195;0.244427906;0.753943824;0.345762006;0.794928672;0
0.529303894;0.989826848;0.291234428;0.018832748;0.813668294;0.613982183;0.060868209;0.531522495;0.741514495;0.669075359;0.260893541;0.710060208;0
0.011572859;0.39475377;0.110617619;0.250452688;0.265631178;0.906444429;0.335919708;0.210452261;0.119577108;0.470542162;0.062360344;0.51152701;0
0.103800202;0.69743262;0.81593982;0.962645805;0.265631178;0.01226783;0.449453237;0.059398571;0.883067611;0.334963687;0.073218131;0.388151558;0
0.103800202;0.455923949;0.414740918;0.225045978;0.145132847;0.53438046;0.105854008;0.483980367;0.353179478;0.392203821;0.015977997;0.435851669;0
0.220388752;0.144698701;0.115819454;0.18988097;0.145132847;0.470180571;0.382259496;0.82468756;0.261629217;0.785467757;0.377285939;0.826452605;0
0.090272243;0.995437547;0.818777059;0.276489607;0.166671412;0.511702334;0.085333975;0.983663204;0.389486532;0.641783391;0.233601573;0.68276824;0
0.380556232;0.598712471;0.279858133;0.862459597;0.456387408;0.635655186;0.592635456;0.541860677;0.144275352;0.559240051;0.151058233;0.6002249;0
0.158668237;0.643355213;0.127812899;0.732548095;0.057135873;0.003609204;0.599745108;0.185823447;0.587421647;0.619611972;0.211430154;0.660596821;0
3.265.304.938;0.137321106;0.761298892;0.380368425;0.537909741;0.195707145;0.401095548;0.753767885;0.341236258;0.787400994;0.379219176;0.828385842;0
0.966131722;0.840666469;0.081418032;0.38434209;0.537909741;0.214852614;0.152938658;0.90227814;0.266267291;0.544680476;0.136498657;0.585665324;0
0.216345306;0.261323483;0.419612215;0.389337084;0.537909741;0.964327695;0.832131631;0.90227814;0.249064099;0.48723294;0.079051121;0.528217788;0
0.679785894;0.903396898;0.599172823;0.332466403;0.22079698;0.087718249;0.613083639;0.986469526;0.245690656;0.776858107;0.368676289;0.817842955;0
0.417876264;0.901937974;0.206781986;0.259900809;0.622887206;0.821180192;0.345489025;0.762172655;0.287591497;0.872581761;0.464399943;0.913566609;0
0.5340785;0.02894714;0.01469042;0.478225067;0.411845616;0.110900816;0.048662652;0.249956726;0.453965326;0.443127226;0.034945408;0.484112075;0
0.187949769;0.085947067;0.586787964;0.481789618;0.411845616;0.485111265;0.127262621;0.104333704;0.217086624;0.378811425;0.029370393;0.424691339;0
0.786673404;0.085516285;0.06201857;0.203675359;0.106157853;0.053234098;0.508159122;0.445333421;0.744862672;0.309563078;0.09861874;0.366984384;0
0.934790017;3.160.697.496;0.067645997;0.29508868;0.585928404;0.757868601;0.492471125;0.087635561;0.327145613;0.08092715;0.672745331;0.121911998;0
0.037721768;0.304144128;0.751999349;0.503342806;0.06850016;0.9988763;0.221034895;0.4900057;0.809060853;0.628468596;0.220286778;0.669453444;0
0.602902237;0.048975015;0.554341917;0.339165101;0.103676195;0.842391687;0.729706939;0.161151296;0.534527226;0.401683761;0.006498057;0.443751619;0
0.602902237;0.083284958;0.87902798;0.159553401;0.578886261;0.067993605;0.529051958;0.692311208;0.783745919;0.447675753;0.039493935;0.488660601;0
0.602902237;0.263708399;0.182156427;0.843640107;0.974692805;0.671535275;0.506904442;0.645503479;0.017445283;0.780848846;0.372667027;0.821833694;0
0.228597109;0.728953484;0.678671557;0.337254452;0.974692805;0.005770704;0.562476023;0.455700734;0.495884236;0.95680011;0.548618292;0.997784959;0
0.068730298;0.206116177;0.186622504;0.027449096;0.712538686;0.545804804;0.480335296;0.651309437;0.403546208;0.638245251;0.230063432;0.679230099;0
0.577104274;0.04582131;0.533015248;0.293679529;0.104856591;0.507813942;0.46894921;0.559060568;0.784604714;0.497490539;0.08930872;0.538475387;0
0.009170312;0.739088196;0.212039763;0.594053537;0.205830109;0.152556801;0.095221852;0.470046317;0.022219474;0.460022636;0.051840818;0.501007485;0
0.985410248;0.842079492;0.060322183;0.672824941;0.289317374;0.187147565;0.173900926;0.345851344;0.409565477;0.606641955;0.198460137;0.647626803;0
0.089062364;0.312726044;0.298084498;0.581022198;0.066072697;0.096157263;0.194012011;0.170960114;0.328983638;0.423708083;0.015526264;0.464692931;0
0.323128548;0.006536127;0.130666825;0.381384249;0.319454689;0.009765439;0.230500697;0.251441605;0.099481706;0.485235988;0.07705417;0.526220837;0
0.747256069;0.898175235;0.272696435;0.170068798;0.88490203;0.948804062;0.243773976;0.742932745;0.259975449;0.52685848;0.118676662;0.567843328;0
0.178715373;0.817993882;0.196893565;0.116353203;0.612300528;0.840756082;0.166933181;0.445669821;0.17133469;0.664695032;0.256513214;0.705679881;0
0.915362707;0.63128985;0.160618916;0.228308695;0.612300528;0.594320171;0.28554285;0.872824262;0.430360243;0.783092822;0.374911004;0.824077671;0
0.785085075;0.831136763;0.612432476;0.763137917;0.10953667;0.035825325;0.030827423;0.264027668;0.037401686;0.8569411;0.448759282;0.897925949;0
0.785085075;0.230092006;0.457952534;0.20582449;0.616491358;0.518102578;0.336805464;0.048787487;0.023112761;0.632225375;0.224043557;0.673210224;0
0.893089001;0.235833596;0.11127285;0.725492455;0.616491358;0.108826347;0.846172409;0.252015444;0.11690341;0.300609687;0.107572131;0.359523224;0
0.123238606;0.522279831;0.05994353;0.10427275;0.012285803;0.460181468;0.804661649;0.192410556;0.728096349;0.310737054;0.097444764;0.367962697;0
0.123238606;0.771546387;0.412977361;0.525391177;0.362227405;0.013333704;0.919344485;0.717051261;0.997661853;0.994277224;0.586095406;0.035262072;0
0.603834639;0.19384721;0.657211835;0.429022423;0.350589619;0.231333958;0.106376897;0.427699976;0.013552579;0.411346914;0.003165096;0.452331762;0
0.848914339;0.323922886;0.000858988;0.973369195;0.618532994;0.463255184;0.88405429;0.094542017;0.005520185;0.531297008;0.12311519;0.572281856;0
0.390882097;0.799642521;0.106545679;0.105862452;0.031601838;0.896577171;0.034220719;0.208376807;0.631502308;0.530521159;0.122339341;0.571506008;0
0.508488646;0.909839076;0.061044412;0.114238845;0.31339255;0.237169919;0.485219387;0.208376807;0.34829467;0.528606431;0.120424613;0.56959128;0
0.414282518;0.700012186;0.649487228;0.798746942;0.26539499;0.073860676;0.967568699;0.371721045;0.310039621;0.86511139;0.456929572;0.906096239;0
0.299511042;0.476264053;0.203450138;0.914356991;0.38044189;0.894438854;0.185966535;0.981408604;0.49693946;0.793277757;0.385095939;0.834262605;0
0.19891559;0.670781661;0.016223148;0.027308958;0.577022648;0.657663156;0.768296479;0.46856122;0.082566674;0.256733953;0.151447865;0.322960113;0
0.075463838;0.180828486;0.689798769;0.574691446;0.577022648;0.009713309;0.253840365;0.034247313;0.13001914;0.662562531;0.254380713;0.70354738;0
0.075463838;0.991538284;0.902441651;0.19148279;0.61350971;0.679960961;0.866020733;0.958999039;0.807782614;0.818719962;0.410538144;0.859704811;0
0.907595117;0.340113256;0.76212988;0.092566497;0.690922681;0.286589159;0.558060349;0.332971648;0.693279246;0.676422783;0.268240965;0.717407632;0
0.209104651;0.245407291;0.500698194;0.147552324;0.239148827;0.787469555;0.277817124;0.907620141;0.047728204;0.846254631;0.438072813;0.88723948;0
0.469013041;0.006520425;0.342086264;0.134150005;0.636692596;0.202175726;0.115455953;0.907620141;0.867901896;0.678161605;0.269979787;0.719146453;0
0.116229776;0.809328276;0.618059074;0.019427435;0.636692596;0.039402869;0.245064656;0.907620141;0.178292202;0.567011703;0.158829884;0.607996551;0
0.286464645;0.502421203;0.643962883;0.356746752;0.871339221;0.52880172;0.304776032;0.046427731;0.893874777;0.553481496;0.145299678;0.594466345;0
0.286464645;0.047452442;0.616370515;0.008983472;0.871339221;0.874992503;0.42265876;0.362976334;0.295764021;0.588700191;0.180518373;0.62968504;0
0.286464645;0.149959375;0.553257915;0.10170253;0.870224021;0.983670667;0.590290174;0.584605835;0.391626478;0.861180164;0.452998346;0.902165012;0
0.930820893;0.060813376;0.78739484;0.442333637;0.870224021;0.075227093;0.598920621;0.41070133;0.248467367;0.452490318;0.0443085;0.493475166;0
0.030544904;0.634136304;0.643108526;0.130697134;0.876727021;0.535157522;0.328957499;0.427803598;0.873557771;0.858069028;0.44988721;0.899053877;0
0.192631195;0.712329119;0.838743485;0.758509511;0.445849054;0.482671967;0.321609587;0.093267492;0.391562117;0.833717353;0.425535535;0.874702201;0
0.192631195;0.345115898;0.330697521;0.57543898;0.700598714;0.779923319;0.82895229;0.075337031;0.571262707;0.449995766;0.041813947;0.490980614;0
0.576287276;0.971155596;0.617398192;0.64953956;0.167442309;0.963146674;0.226735166;0.732831765;0.201112319;0.620564886;0.212383068;0.661549734;0
0.348343563;0.179941753;0.561894945;0.58132955;0.167442309;0.687503459;0.680201175;0.253759923;0.53564839;0.309606507;0.098575311;0.367020574;0
0.262342944;0.352804701;0.266443318;0.130430066;0.255487955;0.144807052;0.296168114;0.141911344;0.197125463;0.714752096;0.306570278;0.755736944;0
0.26981414;0.248428111;0.477745372;0.000504929;0.326906445;0.920916516;0.217451955;0.204345218;0.924979452;0.669109214;0.260927396;0.710094062;0
0.094236181;0.23568417;0.460840626;0.393465535;0.40367635;0.166323492;0.238071678;0.679141588;0.735735201;0.750717482;0.342535664;0.791702331;0
0.572147455;0.506265014;0.15822485;0.587633934;0.608711476;0.587168471;0.77282553;0.636834541;0.531350612;0.806116188;0.39793437;0.847101037;0
0.616236355;0.034441122;0.590190686;0.636854929;0.120214812;0.818377968;0.757302891;0.521852473;0.300871385;0.649634262;0.241452444;0.690619111;0
0.513573062;0.135669064;0.699694327;0.005154497;0.346604488;0.272659094;0.537143776;0.34357636;0.694427402;0.364850207;0.043331611;0.413056991;0
0.625609931;0.082799361;0.825556077;0.228558087;0.674897881;0.224076928;0.597296714;0.15674165;0.640005784;0.515554241;0.107372423;0.55653909;0
0.667221608;0.561759835;0.663748436;0.189911524;0.021964241;0.36107666;0.499156761;0.919811307;0.774298636;0.475894901;0.067713083;0.516879749;0
0.563731092;0.171660205;0.023229847;0.822205805;0.156324279;0.088792319;0.044104351;0.1823725;0.261495301;0.34139157;0.066790248;0.393508126;0
0.691127635;0.138208383;0.584732732;0.088523266;0.258780458;0.229753514;0.561433738;0.01666328;0.413399009;0.308262202;0.099919617;0.365900319;0
0.958064097;0.240077377;0.709627292;0.764069051;0.466817361;3.048.001.749;0.783189948;0.712882323;0.509742989;0.029247219;0.621065401;0.070232067;0
0.148759086;0.88149571;0.121966479;0.363889428;0.466817361;0.733817582;0.896619831;0.47869663;0.367757053;0.555981916;0.147800098;0.596966765;0
0.148759086;0.283389719;0.751421503;0.621899267;0.466817361;0.652997048;0.507408223;0.47869663;0.203687553;0.621507639;0.213325821;0.662492487;0
0.499280012;0.240413699;0.357062931;0.505998501;0.113919511;0.535506981;0.516431814;0.214884388;0.244585804;0.232808364;0.175373454;0.303022122;0
0.312361712;0.744504872;0.024102859;0.550632988;0.5343664;0.492325889;0.133640763;0.777938579;0.698400316;0.536827438;0.12864562;0.577812286;0
0.535460844;0.104394581;0.977524071;0.823236873;0.185851719;0.331172113;0.121689654;0.371650088;0.534977883;0.408595783;0.000413964;0.449580631;0
0.693153144;0.197338631;0.222041566;0.599319874;0.626756198;0.800561099;0.918327513;0.337793717;0.577631705;0.607292345;0.199110526;0.648277193;0
0.693153144;0.064983297;0.544426727;0.775342486;0.626756198;0.903303194;0.230374651;0.855943651;0.858258744;0.865254209;0.457072391;0.906239058;0
0.606440786;0.323217097;0.185618623;0.124169408;0.009462068;0.111823599;0.721008726;0.451501556;0.221586978;0.485482884;0.077301066;0.526467733;0
0.173646213;0.786427484;0.222842905;0.131620156;0.609651025;0.710056872;0.258566007;0.986419941;0.978402723;0.695763333;0.287581514;0.736748181;0
0.356866922;0.099863971;0.650269886;0.754972284;0.609651025;0.07016399;0.132223264;0.08439958;0.3323204;0.519073132;0.110891314;0.560057981;0
0.808410501;0.256657625;0.33019651;0.373331543;0.889710644;0.39195149;0.779944045;0.185294247;0.925408989;0.604090559;0.195908741;0.645075408;0
0.30236647;0.026079413;0.496889223;0.652459282;0.053377726;0.125751001;0.341323361;0.4477822;0.780573338;0.732660202;0.324478383;0.77364505;0
0.415363221;0.474353358;0.964508162;0.171768867;0.279483993;0.994330561;0.569380273;0.276321043;0.579013516;0.682452299;0.274270481;0.723437148;0
0.554114736;0.273333863;0.328974267;0.80242812;0.160008995;0.104552376;0.699335325;0.049597403;0.35179587;0.442414095;0.034232277;0.483398944;0
0.097749706;0.620922838;0.230693623;0.113749338;0.160008995;0.862935744;0.411921249;0.332261398;0.360415608;0.52906585;0.120884032;0.570050698;0
0.874793231;0.582110307;0.049950932;0.220188955;0.245985249;0.381858247;0.186844;0.038547466;0.611961551;0.429223994;0.021042176;0.470208842;0
0.874793231;0.170014497;0.116462672;0.564076417;0.608248185;0.333239266;0.727949109;0.285065396;0.6453421;0.542519087;0.134337269;0.583503936;0
0.874793231;0.493065328;0.413307158;0.983443638;0.249982618;0.632710796;0.146080532;0.848516416;0.249675058;0.599157478;0.190975659;0.640142326;0
0.414784264;0.142902684;0.039484631;0.511087515;0.164080163;0.5698041;0.034729184;0.848516416;0.31542134;0.31408103;0.094100788;0.370749343;0
0.166209266;0.559989336;0.281071252;0.040622337;0.838835618;0.156644739;0.707245706;0.095885857;0.242251432;0.518875554;0.110693736;0.559860403;0
0.166209266;0.384000582;0.0920517;0.901696106;0.838835618;0.569235304;0.035524551;0.57796486;0.813799469;0.647931746;0.239749927;0.688916594;0
0.535096331;0.312308477;0.53090706;0.690210656;0.127991741;0.680373642;0.003288222;0.233695174;0.471345277;0.368521658;0.03966016;0.416116533;0
0.584895387;0.669023255;0.413943054;0.319403173;0.353902787;0.138527726;0.650171505;0.976500483;0.854757469;0.706112484;0.297930666;0.747097332;0
0.153189705;0.178995726;0.144126281;0.305570762;0.157035133;0.118977003;0.062192208;0.230771318;0.650313286;0.410117142;0.001935324;0.451101991;0
0.153189705;0.382482443;0.845468794;0.621271857;0.242906114;0.131122247;0.74864969;0.150488307;0.346838236;0.572241739;0.164059921;0.613226588;0
0.987140345;0.798979651;0.040480495;0.3583387;0.457181696;0.103404442;0.232422753;0.605359785;0.495209035;0.61785169;0.209669872;0.658836539;0
0.987140345;0.158128522;0.508591514;0.098025212;0.457181696;0.437960652;0.021749581;0.133666627;0.661128426;0.556357257;0.148175439;0.597342106;0
0.682003393;0.27798137;0.183286979;0.197214667;0.529263172;0.694408835;0.58860292;0.252008927;0.173944607;0.267871487;0.140310331;0.332241391;0
0.682003393;0.105386448;0.338092975;0.81734025;0.605143949;0.763426304;0.707792928;0.48991233;0.359587331;0.896868591;0.488686773;0.937853439;0
0.769919908;0.297779498;0.505638;0.430347755;0.32944359;0.33061304;0.538274032;0.831086413;0.015467913;0.414857015;0.006675197;0.455841863;0
0.51841004;0.139936767;0.100108191;0.27313707;0.951481782;0.156431878;0.372269024;0.681307635;0.84052082;0.713360321;0.305178502;0.754345169;0
0.51841004;0.256331714;0.455602493;0.030159768;0.951481782;0.007585887;0.047539399;0.382703206;0.333406258;0.508322055;0.100140237;0.549306903;0
0.51841004;0.14661626;0.741324017;0.507780528;0.999160066;0.834045871;0.72948245;0.922060893;0.324432419;0.882331254;0.474149436;0.923316103;0
0.480383154;0.169418868;0.632994575;0.438376005;0.999160066;0.005150862;0.375340808;0.143361196;0.797043194;0.614122873;0.205941055;0.655107721;0
0.647416935;0.723970451;0.78098983;0.16171634;0.856337752;0.106108948;0.911177934;0.213661275;0.535351619;0.703673108;0.29549129;0.744657957;0
0.111074627;0.146512877;0.201744054;0.397330965;0.181386318;0.893189674;0.241400255;0.237893663;0.526009682;0.303654211;0.104527607;0.362060328;0
0.122584097;0.941494121;0.284694938;0.037147089;0.859429207;0.167475912;0.447493835;0.102648273;0.386047151;0.644901462;0.236719644;0.685886311;0
0.122584097;0.674716562;0.239270571;0.005842813;0.873969602;0.716591387;0.847081628;0.073930512;0.183488413;0.383747559;0.02443426;0.428804784;0
0.584137432;0.11887818;0.023639549;0.078795924;0.373430771;0.049397045;0.506834602;0.806320688;0.831771711;0.64732059;0.239138772;0.688305439;0
0.534238717;0.48441051;0.590539569;0.325166725;0.222633456;0.834199261;0.232558933;0.596848386;0.393783281;0.831437884;0.423256066;0.872422732;0
0.345133551;0.44088137;0.81230137;0.355949518;0.297520851;0.607940724;0.593603968;0.868783155;0.132326316;0.455444082;0.047262264;0.496428931;0
0.088336381;0.094870593;0.780411023;0.110203346;0.145759917;0.913942234;0.601895311;0.6913391;0.39170785;0.991846576;0.583664757;0.032831424;0
0.183732363;0.834325504;0.248425951;0.000640007;0.675716359;0.69086586;0.288006063;0.277965212;0.606589393;0.690626671;0.282444853;0.73161152;0
0.741601856;0.665286087;0.953610285;0.89737302;0.309311951;0.389317588;0.680416491;0.086861472;0.083899039;0.690767779;0.282585961;0.731752627;0
0.545971205;0.169882985;0.430276136;0.6421439;0.340036904;0.060875181;0.405254164;0.875305333;0.535846052;0.810559186;0.402377368;0.851544034;0
0.452496944;0.871619841;0.646772729;0.829548207;0.71778462;0.115007164;0.876327393;0.875305333;0.359804171;0.68446664;0.276284822;0.725451489;0
